UserID;NameFirst;NameLast;NameFormal;UsesFormalName;GoesToClient;Description;RatingCount;RatingSum;InfoPrice;InfoBonus;CityID;ServiceRange;TimeTable;Operational;SubjectsStr;IsShowcase
611;Marian;Pokazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;10;42;55z³;;10029;5;;1;"matematyka;1;matematyka;2";1
612;Teresa;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;8;25;50z³;;5464;0;;1;"j. niemiecki;3;j. niemiecki;4";1
613;Martyna;Tymczasowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;18;48;85z³;;24829;10;;1;"biologia;3";1
614;Mateusz;Pokazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;6;16;50-80z³ zale¿nie do miejscai  poziomu;;3399;15;;1;"matematyka;1";1
615;Grzegorz;Obrazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;13;23;75z³;;40677;20;;1;"matematyka;3;fizyka;3";1
616;Zuzanna;Kowalska;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;16;55;70z³;;35875;10;;1;"rysunek techniczny;4";1
617;Andrzej;Kowalski;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;20;95;100z³;;192;5;;1;"matematyka;3;fizyka;3";1
618;Emilia;Ilustruj¹ca;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;13;36;55z³;;28173;10;;1;"rysunek architektoniczny;4";1
619;Emilia;Pokazowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;15;25;100z³;;18205;5;;1;"historia;1;historia;2;historia;3";1
620;Tomasz;Tymczasowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;12;15;65z³;;28173;0;;1;"j. niemiecki;1;j. niemiecki;2";1
621;Jerzy;Ilustruj¹cy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;0;0;65z³;;20280;10;;1;"matematyka;2";1
622;Magdalena;Przyk³adowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;2;2;55z³;;24829;15;;1;"fizyka;3";1
623;Przemys³aw;Przyk³adowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;2;8;50-80z³ zale¿nie do miejscai  poziomu;;35467;10;;1;"chemia organiczna;4";1
624;Emilia;Nazwiskowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;14;44;65z³;;34179;10;;1;"chemia organiczna;4";1
625;Damian;Tymczasowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;1;3;75z³;;3863;5;;1;"fizyka;3";1
626;Aleksandra;Nazwiskowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;12;59;75z³;;16122;10;;1;"chemia;1;chemia;2;biologia;1;biologia;2";1
627;Pawe³;Tymczasowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;19;27;60z³;;28173;20;;1;"matematyka;1;matematyka;2;matematyka;3";1
628;Aleksandra;Ilustracja;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;5;7;80z³;;9919;10;;1;"j. niemiecki;3;j. niemiecki;4";1
629;Martyna;Ilustruj¹ca;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;5;16;45z³;;24829;10;;1;"historia;1;historia;2;historia;3";1
630;Damian;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;8;40;75z³;;16122;5;;1;"biologia;3";1
631;Patryk;Przyk³adowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;8;39;70z³;;35467;0;;1;"chemia;1;chemia;2";1
632;Katarzyna;Pokazowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;9;27;90z³;;38193;10;;1;"j. angielski;0;j. angielski;1;j. angielski;2;j. angielski;3";1
633;Jerzy;Obrazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;18;70;65z³;;35467;15;;1;"j. francuski;3;j. francuski;4";1
634;Alicja;Pokazowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;18;69;50z³;Przyjmujê p³atnoœæ blikiem;35467;20;;1;"chemia;1;chemia;2;biologia;1;biologia;2";1
635;Krzysztof;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;11;18;75z³;;40677;10;;1;"chemia;3;biologia;3";1
636;Grzegorz;Obrazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;0;0;40z³;;7662;5;;1;"j. niemiecki;3;j. niemiecki;4";1
637;Andrzej;Obrazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;14;45;75z³;;28173;10;;1;"pianino;4";1
638;Przemys³aw;Nazwiskowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;13;30;55z³;;8458;5;;1;"j. niemiecki;3;j. niemiecki;4";1
639;Katarzyna;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;17;23;85z³;;35467;0;;1;"fizyka;3";1
640;Marian;Przyk³adowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;4;7;75z³;;19677;10;;1;"fizyka;1;fizyka;2;fizyka;3";1
641;Krzysztof;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;12;20;60z³;;35467;15;;1;"biologia;1;biologia;2";1
642;Marian;Przyk³adowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;8;16;100z³;;38193;10;;1;"chemia;3";1
643;Alicja;Tymczasowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;1;5;55z³;;40677;10;;1;"matematyka;3;matematyka;4";1
644;Pawe³;Ilustracyjny;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;19;43;65z³;;35467;5;;1;"j. francuski;3;j. francuski;4";1
645;Aleksandra;Nazwiskowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;20;86;50-80z³ zale¿nie do miejscai  poziomu;;35467;10;;1;"makroekonomia;4";1
646;Patryk;Ilustruj¹cy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;14;59;65z³;;24829;20;;1;"matematyka;1;matematyka;2;matematyka;3";1
647;Krzysztof;Tymczasowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;12;21;50-80z³ zale¿nie do miejscai  poziomu;;8458;10;;1;"biologia;1;biologia;2";1
648;Magdalena;Przyk³adowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;2;4;75z³;;3863;10;;1;"fizyka;3";1
649;Rados³aw;Tymczasowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;1;3;40z³;;22060;5;;1;"j. francuski;3;j. francuski;4";1
650;Micha³;Obrazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;16;73;55z³;;40677;0;;1;"chemia;3;chemia;4";1
651;Teresa;Obrazowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;16;74;95z³;;3863;10;;1;"fizyka;1;fizyka;2;fizyka;3";1
652;Stanis³aw;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;8;17;90z³;;9232;15;;1;"chemia;3;chemia;4";1
653;Stanis³aw;Ilustruj¹cy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;10;20;50-80z³ zale¿nie do miejscai  poziomu;;24829;20;;1;"chemia;1;chemia;2;biologia;1;biologia;2";1
654;Grzegorz;Przyk³adowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;10;37;90z³;;22822;10;;1;"chemia;1;chemia;2";1
655;Beata;Pokazowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;6;9;50-80z³ zale¿nie do miejscai  poziomu;;19677;5;;1;"fizyka;1;fizyka;2;fizyka;3";1
656;Grzegorz;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;9;43;65z³;;38193;10;;1;"matematyka;2";1
657;Cecylia;Kowalska;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;6;9;45z³;;4675;5;;1;"klarnet;4";1
658;Aleksandra;Nazwiskowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;20;39;65z³;;24829;0;;1;"mikrobiologia;4";1
659;Magdalena;Ilustruj¹ca;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;6;9;95z³;;38193;10;;1;"historia;1;historia;2;historia;3";1
660;Tomasz;Nazwiskowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;19;25;70z³;;3863;15;;1;"chemia;3";1
661;Pawe³;Kowalski;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;5;8;95z³;;19677;10;;1;"matematyka;3;matematyka;4";1
662;Tomasz;Ilustracyjny;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;9;39;55z³;;24829;10;;1;"makroekonomia;4";1
663;Jerzy;Nazwiskowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;8;28;45z³;;40677;5;;1;"j. francuski;3;j. francuski;4";1
664;Patrycja;Przyk³adowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;1;3;55z³;;8458;10;;1;"j. angielski;3;j. angielski;4";1
665;Stanis³aw;Tymczasowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;4;14;90z³;;28173;20;;1;"matematyka;3;fizyka;3";1
666;Agnieszka;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;6;21;55z³;;38193;10;;1;"klarnet;4";1
667;Beata;Kowalska;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;12;56;60z³;;38193;10;;1;"j. angielski;0;j. angielski;1;j. angielski;2;j. angielski;3";1
668;Weronika;Nazwiskowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;20;64;80z³;;24829;5;;1;"fizyka;1;fizyka;2;fizyka;3";1
669;Cecylia;Kowalska;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;14;44;65z³;;3863;0;;1;"rysunek techniczny;4";1
670;Krzysztof;Obrazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;11;20;90z³;;8458;10;;1;"chemia;3";1
671;Anna;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;0;0;50z³;;3476;15;;1;"matematyka;3;matematyka;4";1
672;Rafa³;Ilustracyjny;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;3;8;95z³;;3863;20;;1;"j. niemiecki;3;j. niemiecki;4";1
673;Rados³aw;Tymczasowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;17;39;50z³;;16122;10;;1;"fizyka;1;fizyka;2;fizyka;3";1
674;Krzysztof;Ilustracyjny;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;15;33;90z³;;36359;5;;1;"rysunek architektoniczny;4";1
675;Emilia;Nowak;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;18;80;60z³;;16122;10;;1;"skrzypce;4";1
676;Andrzej;Kowalski;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;17;80;90z³;;39340;5;;1;"j. angielski;0;j. angielski;1;j. angielski;2;j. angielski;3";1
677;Patryk;Pokazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;7;12;65z³;;28173;0;;1;"mikrobiologia;4";1
678;Stanis³aw;Ilustracyjny;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;9;12;40z³;;22918;10;;1;"historia;1;historia;2;historia;3";1
679;Stanis³aw;Przyk³adowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;18;55;40z³;;19795;15;;1;"j. niemiecki;3;j. niemiecki;4";1
680;Martyna;Pokazowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;13;53;45z³;;28173;10;;1;"matematyka;1";1
681;Krzysztof;Kowalski;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;12;21;45z³;;35467;10;;1;"algorytmika;4";1
682;Mateusz;Obrazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;18;83;65z³;;38193;5;;1;"chemia;1;chemia;2";1
683;Katarzyna;Nazwiskowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;13;55;55z³;;35467;10;;1;"j. niemiecki;3;j. niemiecki;4";1
684;Rados³aw;Ilustruj¹cy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;8;21;85z³;;8458;20;;1;"chemia;3;biologia;3";1
685;Jerzy;Obrazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;12;59;85z³;;28173;10;;1;"biologia;1;biologia;2";1
686;Andrzej;Pokazowy;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;13;50;50z³;;3863;10;;1;"matematyka;1";1
687;Joanna;Obrazowa;;0;1;Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged.;1;2;65z³;;8458;5;;1;"historia;1;historia;2;historia;3";1
